district,year,month,respiratory_cases,deaths
Nuwara Eliya,2019,3,464,4
Nuwara Eliya,2019,4,413,4
Nuwara Eliya,2019,5,387,4
Nuwara Eliya,2019,6,439,4
Nuwara Eliya,2019,7,490,4
Nuwara Eliya,2019,8,542,5
Nuwara Eliya,2019,9,619,6
Nuwara Eliya,2019,10,671,6
Nuwara Eliya,2019,11,722,7
Nuwara Eliya,2019,12,696,6
Polonnaruwa,2019,1,329,4
Polonnaruwa,2019,2,311,3
Polonnaruwa,2019,3,329,4
Polonnaruwa,2019,4,292,3
Polonnaruwa,2019,5,274,3
Polonnaruwa,2019,6,311,3
Polonnaruwa,2019,7,347,4
Polonnaruwa,2019,8,384,4
Polonnaruwa,2019,9,439,5
Polonnaruwa,2019,10,475,5
Polonnaruwa,2019,11,512,6
Polonnaruwa,2019,12,494,5
Puttalam,2019,1,361,3
Puttalam,2019,2,341,2
Puttalam,2019,3,361,3
Puttalam,2019,4,321,2
Puttalam,2019,5,301,2
Puttalam,2019,6,341,2
Puttalam,2019,7,381,3
Puttalam,2019,8,421,3
Puttalam,2019,9,481,4
Puttalam,2019,10,522,4
Puttalam,2019,11,562,4
Puttalam,2019,12,542,4
Ratnapura,2019,1,908,4
Ratnapura,2019,2,858,3
Ratnapura,2019,3,908,4
Ratnapura,2019,4,807,3
Ratnapura,2019,5,757,3
Ratnapura,2019,6,858,3
Ratnapura,2019,7,959,4
Ratnapura,2019,8,1060,4
Ratnapura,2019,9,1211,5
Ratnapura,2019,10,1312,5
Ratnapura,2019,11,1413,6
Ratnapura,2019,12,1363,5
Trincomalee,2019,1,401,1
Trincomalee,2019,2,379,1
Trincomalee,2019,3,401,1
Trincomalee,2019,4,356,1
Trincomalee,2019,5,334,1
Trincomalee,2019,6,379,1
Trincomalee,2019,7,423,2
Trincomalee,2019,8,468,2
Trincomalee,2019,9,534,2
Trincomalee,2019,10,579,2
Trincomalee,2019,11,623,2
Trincomalee,2019,12,601,2
Vavuniya,2019,1,119,1
Vavuniya,2019,2,112,1
Vavuniya,2019,3,119,1
Vavuniya,2019,4,105,1
Vavuniya,2019,5,99,1
Vavuniya,2019,6,112,1
Vavuniya,2019,7,125,1
Vavuniya,2019,8,138,1
Vavuniya,2019,9,158,2
Vavuniya,2019,10,171,2
Vavuniya,2019,11,185,2
Vavuniya,2019,12,178,2
Ampara,2020,1,129,1
Ampara,2020,2,122,1
Ampara,2020,3,129,1
Ampara,2020,4,115,0
Ampara,2020,5,108,0
Ampara,2020,6,122,0
Ampara,2020,7,136,1
Ampara,2020,8,151,1
Ampara,2020,9,172,1
Ampara,2020,10,186,1
Ampara,2020,11,201,1
Ampara,2020,12,194,1
Anuradhapura,2020,1,382,3
Anuradhapura,2020,2,360,3
Anuradhapura,2020,3,382,3
Anuradhapura,2020,4,339,3
Anuradhapura,2020,5,318,2
Anuradhapura,2020,6,360,3
Anuradhapura,2020,7,403,3
Anuradhapura,2020,8,445,4
Anuradhapura,2020,9,509,4
Anuradhapura,2020,10,551,4
Anuradhapura,2020,11,594,5
Anuradhapura,2020,12,572,5
Badulla,2020,1,512,5
Badulla,2020,2,483,5
Badulla,2020,3,512,5
Badulla,2020,4,455,4
Badulla,2020,5,427,4
Badulla,2020,6,483,5
Badulla,2020,7,540,5
Badulla,2020,8,597,6
Badulla,2020,9,683,6
Badulla,2020,10,739,7
Badulla,2020,11,796,7
Badulla,2020,12,768,7
Batticaloa,2020,1,308,0
Batticaloa,2020,2,291,0
Batticaloa,2020,3,308,0
Batticaloa,2020,4,274,0
Batticaloa,2020,5,257,0
Batticaloa,2020,6,291,0
Batticaloa,2020,7,325,0
Batticaloa,2020,8,360,1
Batticaloa,2020,9,411,1
Batticaloa,2020,10,445,1
Batticaloa,2020,11,479,1
Batticaloa,2020,12,462,1
Colombo,2020,1,626,6
Colombo,2020,2,592,6
Colombo,2020,3,626,6
Colombo,2020,4,557,6
Colombo,2020,5,522,5
Colombo,2020,6,592,6
Colombo,2020,7,661,7
Colombo,2020,8,731,7
Colombo,2020,9,835,8
Colombo,2020,10,905,9
Colombo,2020,11,974,10
Colombo,2020,12,940,10
Galle,2020,1,467,6
Galle,2020,2,441,6
Galle,2020,3,467,6
Galle,2020,4,415,5
Galle,2020,5,389,5
Galle,2020,6,441,6
Galle,2020,7,493,6
Galle,2020,8,545,7
Galle,2020,9,623,8
Galle,2020,10,675,9
Galle,2020,11,726,9
Galle,2020,12,701,9
Gampaha,2020,1,678,5
Gampaha,2020,2,640,5
Gampaha,2020,3,677,5
Gampaha,2020,4,602,4
Gampaha,2020,5,565,4
Gampaha,2020,6,640,5
Gampaha,2020,7,715,5
Gampaha,2020,8,790,6
Gampaha,2020,9,903,6
Gampaha,2020,10,979,7
Gampaha,2020,11,1054,7
Gampaha,2020,12,1016,7
Hambantota,2020,1,484,2
Hambantota,2020,2,458,2
Hambantota,2020,3,484,2
Hambantota,2020,4,431,2
Hambantota,2020,5,404,2
Hambantota,2020,6,458,2
Hambantota,2020,7,511,2
Hambantota,2020,8,565,2
Hambantota,2020,9,646,3
Hambantota,2020,10,700,3
Hambantota,2020,11,754,3
Hambantota,2020,12,727,3
Jaffna,2020,1,416,2
Jaffna,2020,2,393,2
Jaffna,2020,3,416,2
Jaffna,2020,4,370,2
Jaffna,2020,5,347,2
Jaffna,2020,6,393,2
Jaffna,2020,7,439,2
Jaffna,2020,8,486,2
Jaffna,2020,9,555,2
Jaffna,2020,10,601,3
Jaffna,2020,11,648,3
Jaffna,2020,12,624,3
Kalmunai,2020,1,370,1
Kalmunai,2020,2,349,1
Kalmunai,2020,3,370,1
Kalmunai,2020,4,328,1
Kalmunai,2020,5,308,0
Kalmunai,2020,6,349,1
Kalmunai,2020,7,390,1
Kalmunai,2020,8,431,1
Kalmunai,2020,9,493,1
Kalmunai,2020,10,534,1
Kalmunai,2020,11,575,1
Kalmunai,2020,12,554,1
Kalutara,2020,1,429,2
Kalutara,2020,2,406,2
Kalutara,2020,3,429,2
Kalutara,2020,4,382,2
Kalutara,2020,5,358,2
Kalutara,2020,6,406,2
Kalutara,2020,7,453,2
Kalutara,2020,8,501,2
Kalutara,2020,9,572,2
Kalutara,2020,10,620,3
Kalutara,2020,11,668,3
Kalutara,2020,12,644,3
Kandy,2020,1,716,9
Kandy,2020,2,676,9
Kandy,2020,3,716,9
Kandy,2020,4,637,8
Kandy,2020,5,597,8
Kandy,2020,6,676,8
Kandy,2020,7,756,9
Kandy,2020,8,836,10
Kandy,2020,9,955,12
Kandy,2020,10,1034,13
Kandy,2020,11,1114,14
Kandy,2020,12,1074,14
Kegalle,2020,1,333,4
Kegalle,2020,2,315,3
Kegalle,2020,3,333,3
Kegalle,2020,4,296,3
Kegalle,2020,5,278,3
Kegalle,2020,6,315,3
Kegalle,2020,7,352,4
Kegalle,2020,8,389,4
Kegalle,2020,9,444,5
Kegalle,2020,10,481,5
Kegalle,2020,11,519,5
Kegalle,2020,12,500,5
Kilinochchi,2020,1,86,0
Kilinochchi,2020,2,81,0
Kilinochchi,2020,3,86,0
Kilinochchi,2020,4,76,0
Kilinochchi,2020,5,71,0
Kilinochchi,2020,6,81,0
Kilinochchi,2020,7,91,0
Kilinochchi,2020,8,100,0
Kilinochchi,2020,9,114,0
Kilinochchi,2020,10,124,0
Kilinochchi,2020,11,133,1
Kilinochchi,2020,12,129,1
Kurunegala,2020,1,647,2
Kurunegala,2020,2,611,2
Kurunegala,2020,3,647,2
Kurunegala,2020,4,575,2
Kurunegala,2020,5,539,2
Kurunegala,2020,6,611,2
Kurunegala,2020,7,683,2
Kurunegala,2020,8,755,3
Kurunegala,2020,9,863,3
Kurunegala,2020,10,935,3
Kurunegala,2020,11,1006,4
Kurunegala,2020,12,971,3
Mannar,2020,1,37,0
Mannar,2020,2,35,0
Mannar,2020,3,37,0
Mannar,2020,4,33,0
Mannar,2020,5,30,0
Mannar,2020,6,35,0
Mannar,2020,7,39,0
Mannar,2020,8,43,0
Mannar,2020,9,49,0
Mannar,2020,10,53,0
Mannar,2020,11,57,0
Mannar,2020,12,55,0
Matale,2020,1,272,4
Matale,2020,2,257,4
Matale,2020,3,272,4
Matale,2020,4,242,3
Matale,2020,5,226,3
Matale,2020,6,257,4
Matale,2020,7,287,4
Matale,2020,8,317,4
Matale,2020,9,362,5
Matale,2020,10,393,6
Matale,2020,11,423,6
Matale,2020,12,408,6
Matara,2020,1,355,2
Matara,2020,2,336,2
Matara,2020,3,355,2
Matara,2020,4,316,2
Matara,2020,5,296,2
Matara,2020,6,336,2
Matara,2020,7,375,2
Matara,2020,8,414,2
Matara,2020,9,474,2
Matara,2020,10,513,3
Matara,2020,11,553,3
Matara,2020,12,533,3
Monaragala,2020,1,320,3
Monaragala,2020,2,302,2
Monaragala,2020,3,320,2
Monaragala,2020,4,285,2
Monaragala,2020,5,267,2
Monaragala,2020,6,302,2
Monaragala,2020,7,338,3
Monaragala,2020,8,374,3
Monaragala,2020,9,427,3
Monaragala,2020,10,462,4
Monaragala,2020,11,498,4
Monaragala,2020,12,480,4
Mullaitivu,2020,1,68,0
Mullaitivu,2020,2,64,0
Mullaitivu,2020,3,68,0
Mullaitivu,2020,4,60,0
Mullaitivu,2020,5,56,0
Mullaitivu,2020,6,64,0
Mullaitivu,2020,7,72,0
Mullaitivu,2020,8,79,0
Mullaitivu,2020,9,90,0
Mullaitivu,2020,10,98,0
Mullaitivu,2020,11,105,1
Mullaitivu,2020,12,102,1
Nuwara Eliya,2020,1,295,3
Nuwara Eliya,2020,2,279,3
Nuwara Eliya,2020,3,295,3
Nuwara Eliya,2020,4,263,3
Nuwara Eliya,2020,5,246,2
Nuwara Eliya,2020,6,279,3
Nuwara Eliya,2020,7,312,3
Nuwara Eliya,2020,8,345,3
Nuwara Eliya,2020,9,394,4
Nuwara Eliya,2020,10,427,4
Nuwara Eliya,2020,11,459,5
Nuwara Eliya,2020,12,443,4
Polonnaruwa,2020,1,186,1
Polonnaruwa,2020,2,175,1
Polonnaruwa,2020,3,186,1
Polonnaruwa,2020,4,165,1
Polonnaruwa,2020,5,155,1
Polonnaruwa,2020,6,175,1
Polonnaruwa,2020,7,196,2
Polonnaruwa,2020,8,217,2
Polonnaruwa,2020,9,248,2
Polonnaruwa,2020,10,268,2
Polonnaruwa,2020,11,289,2
Polonnaruwa,2020,12,279,2
Puttalam,2020,1,196,2
Puttalam,2020,2,185,2
Puttalam,2020,3,195,2
Puttalam,2020,4,174,1
Puttalam,2020,5,163,1
Puttalam,2020,6,185,2
Puttalam,2020,7,206,2
Puttalam,2020,8,228,2
Puttalam,2020,9,261,2
Puttalam,2020,10,282,2
Puttalam,2020,11,304,2
Puttalam,2020,12,293,2
Ratnapura,2020,1,765,4
Ratnapura,2020,2,723,3
Ratnapura,2020,3,765,4
Ratnapura,2020,4,680,3
Ratnapura,2020,5,637,3
Ratnapura,2020,6,722,3
Ratnapura,2020,7,808,4
Ratnapura,2020,8,893,4
Ratnapura,2020,9,1020,5
Ratnapura,2020,10,1105,5
Ratnapura,2020,11,1190,6
Ratnapura,2020,12,1148,5
Trincomalee,2020,1,199,0
Trincomalee,2020,2,188,0
Trincomalee,2020,3,199,0
Trincomalee,2020,4,177,0
Trincomalee,2020,5,166,0
Trincomalee,2020,6,188,0
Trincomalee,2020,7,210,0
Trincomalee,2020,8,233,0
Trincomalee,2020,9,266,0
Trincomalee,2020,10,288,0
Trincomalee,2020,11,310,1
Trincomalee,2020,12,299,1
Vavuniya,2020,1,78,1
Vavuniya,2020,2,74,1
Vavuniya,2020,3,78,1
Vavuniya,2020,4,70,1
Vavuniya,2020,5,65,0
Vavuniya,2020,6,74,1
Vavuniya,2020,7,83,1
Vavuniya,2020,8,91,1
Vavuniya,2020,9,105,1
Vavuniya,2020,10,113,1
Vavuniya,2020,11,122,1
Vavuniya,2020,12,118,1
Ampara,2021,1,93,1
Ampara,2021,2,88,1
Ampara,2021,3,93,1
Ampara,2021,4,83,0
Ampara,2021,5,78,0
Ampara,2021,6,88,0
Ampara,2021,7,98,1
Ampara,2021,8,109,1
Ampara,2021,9,124,1
Ampara,2021,10,134,1
Ampara,2021,11,145,1
Ampara,2021,12,140,1
Anuradhapura,2021,1,239,2
Anuradhapura,2021,2,226,2
Anuradhapura,2021,3,239,2
Anuradhapura,2021,4,213,2
Anuradhapura,2021,5,199,2
Anuradhapura,2021,6,226,2
Anuradhapura,2021,7,253,2
Anuradhapura,2021,8,279,3
Anuradhapura,2021,9,319,3
Anuradhapura,2021,10,346,3
Anuradhapura,2021,11,372,4
Anuradhapura,2021,12,359,4
Badulla,2021,1,280,4
Badulla,2021,2,264,4
Badulla,2021,3,280,4
Badulla,2021,4,249,3
Badulla,2021,5,233,3
Badulla,2021,6,264,3
Badulla,2021,7,295,4
Badulla,2021,8,327,4
Badulla,2021,9,373,5
Badulla,2021,10,404,5
Badulla,2021,11,435,6
Badulla,2021,12,420,6
Batticaloa,2021,1,184,1
Batticaloa,2021,2,173,1
Batticaloa,2021,3,183,1
Batticaloa,2021,4,163,1
Batticaloa,2021,5,153,1
Batticaloa,2021,6,173,1
Batticaloa,2021,7,194,1
Batticaloa,2021,8,214,1
Batticaloa,2021,9,245,1
Batticaloa,2021,10,265,1
Batticaloa,2021,11,285,1
Batticaloa,2021,12,275,1
Colombo,2021,1,413,9
Colombo,2021,2,390,8
Colombo,2021,3,413,9
Colombo,2021,4,367,8
Colombo,2021,5,344,7
Colombo,2021,6,390,8
Colombo,2021,7,435,9
Colombo,2021,8,481,10
Colombo,2021,9,550,12
Colombo,2021,10,596,13
Colombo,2021,11,642,13
Colombo,2021,12,619,13
Galle,2021,1,356,6
Galle,2021,2,336,5
Galle,2021,3,355,6
Galle,2021,4,316,5
Galle,2021,5,296,5
Galle,2021,6,336,5
Galle,2021,7,375,6
Galle,2021,8,415,7
Galle,2021,9,474,7
Galle,2021,10,514,8
Galle,2021,11,553,9
Galle,2021,12,533,8
Gampaha,2021,1,343,3
Gampaha,2021,2,324,3
Gampaha,2021,3,343,3
Gampaha,2021,4,305,3
Gampaha,2021,5,286,3
Gampaha,2021,6,324,3
Gampaha,2021,7,362,3
Gampaha,2021,8,400,4
Gampaha,2021,9,457,4
Gampaha,2021,10,495,5
Gampaha,2021,11,534,5
Gampaha,2021,12,514,5
Hambantota,2021,1,287,1
Hambantota,2021,2,271,1
Hambantota,2021,3,287,1
Hambantota,2021,4,255,1
Hambantota,2021,5,239,1
Hambantota,2021,6,271,1
Hambantota,2021,7,303,1
Hambantota,2021,8,335,2
Hambantota,2021,9,382,2
Hambantota,2021,10,414,2
Hambantota,2021,11,446,2
Hambantota,2021,12,430,2
Jaffna,2021,1,351,2
Jaffna,2021,2,331,2
Jaffna,2021,3,351,2
Jaffna,2021,4,312,2
Jaffna,2021,5,292,2
Jaffna,2021,6,331,2
Jaffna,2021,7,370,2
Jaffna,2021,8,409,2
Jaffna,2021,9,468,3
Jaffna,2021,10,506,3
Jaffna,2021,11,545,3
Jaffna,2021,12,526,3
Kalmunai,2021,1,266,1
Kalmunai,2021,2,252,1
Kalmunai,2021,3,266,1
Kalmunai,2021,4,237,0
Kalmunai,2021,5,222,0
Kalmunai,2021,6,252,1
Kalmunai,2021,7,281,1
Kalmunai,2021,8,311,1
Kalmunai,2021,9,355,1
Kalmunai,2021,10,385,1
Kalmunai,2021,11,414,1
Kalmunai,2021,12,400,1
Kalutara,2021,1,236,2
Kalutara,2021,2,223,1
Kalutara,2021,3,236,1
Kalutara,2021,4,210,1
Kalutara,2021,5,197,1
Kalutara,2021,6,223,1
Kalutara,2021,7,250,2
Kalutara,2021,8,276,2
Kalutara,2021,9,315,2
Kalutara,2021,10,341,2
Kalutara,2021,11,368,2
Kalutara,2021,12,355,2
Kandy,2021,1,406,8
Kandy,2021,2,383,7
Kandy,2021,3,406,7
Kandy,2021,4,360,7
Kandy,2021,5,338,6
Kandy,2021,6,383,7
Kandy,2021,7,428,8
Kandy,2021,8,473,9
Kandy,2021,9,541,10
Kandy,2021,10,586,11
Kandy,2021,11,631,12
Kandy,2021,12,608,11
Kegalle,2021,1,174,4
Kegalle,2021,2,165,3
Kegalle,2021,3,174,3
Kegalle,2021,4,155,3
Kegalle,2021,5,145,3
Kegalle,2021,6,165,3
Kegalle,2021,7,184,4
Kegalle,2021,8,204,4
Kegalle,2021,9,233,5
Kegalle,2021,10,252,5
Kegalle,2021,11,271,5
Kegalle,2021,12,262,5
Kilinochchi,2021,1,77,0
Kilinochchi,2021,2,73,0
Kilinochchi,2021,3,77,0
Kilinochchi,2021,4,69,0
Kilinochchi,2021,5,64,0
Kilinochchi,2021,6,73,0
Kilinochchi,2021,7,81,0
Kilinochchi,2021,8,90,0
Kilinochchi,2021,9,103,0
Kilinochchi,2021,10,112,0
Kilinochchi,2021,11,120,1
Kilinochchi,2021,12,116,0
Kurunegala,2021,1,449,6
Kurunegala,2021,2,424,6
Kurunegala,2021,3,449,6
Kurunegala,2021,4,399,5
Kurunegala,2021,5,374,5
Kurunegala,2021,6,424,6
Kurunegala,2021,7,474,6
Kurunegala,2021,8,524,7
Kurunegala,2021,9,599,8
Kurunegala,2021,10,648,9
Kurunegala,2021,11,698,10
Kurunegala,2021,12,673,9
Mannar,2021,1,20,0
Mannar,2021,2,19,0
Mannar,2021,3,20,0
Mannar,2021,4,17,0
Mannar,2021,5,16,0
Mannar,2021,6,19,0
Mannar,2021,7,21,0
Mannar,2021,8,23,0
Mannar,2021,9,26,0
Mannar,2021,10,28,0
Mannar,2021,11,31,1
Mannar,2021,12,29,0
Matale,2021,1,147,3
Matale,2021,2,138,2
Matale,2021,3,147,3
Matale,2021,4,130,2
Matale,2021,5,122,2
Matale,2021,6,138,2
Matale,2021,7,155,3
Matale,2021,8,171,3
Matale,2021,9,196,4
Matale,2021,10,212,4
Matale,2021,11,228,4
Matale,2021,12,220,4
Matara,2021,1,171,1
Matara,2021,2,162,1
Matara,2021,3,171,1
Matara,2021,4,152,0
Matara,2021,5,143,0
Matara,2021,6,162,0
Matara,2021,7,181,1
Matara,2021,8,200,1
Matara,2021,9,228,1
Matara,2021,10,247,1
Matara,2021,11,266,1
Matara,2021,12,257,1
Monaragala,2021,1,203,2
Monaragala,2021,2,192,2
Monaragala,2021,3,203,2
Monaragala,2021,4,180,2
Monaragala,2021,5,169,2
Monaragala,2021,6,191,2
Monaragala,2021,7,214,3
Monaragala,2021,8,237,3
Monaragala,2021,9,270,3
Monaragala,2021,10,293,4
Monaragala,2021,11,315,4
Monaragala,2021,12,304,4
Mullaitivu,2021,1,48,0
Mullaitivu,2021,2,45,0
Mullaitivu,2021,3,48,0
Mullaitivu,2021,4,43,0
Mullaitivu,2021,5,40,0
Mullaitivu,2021,6,45,0
Mullaitivu,2021,7,51,0
Mullaitivu,2021,8,56,1
Mullaitivu,2021,9,64,1
Mullaitivu,2021,10,69,1
Mullaitivu,2021,11,75,1
Mullaitivu,2021,12,72,1
Nuwara Eliya,2021,1,181,5
Nuwara Eliya,2021,2,171,4
Nuwara Eliya,2021,3,181,4
Nuwara Eliya,2021,4,161,4
Nuwara Eliya,2021,5,151,4
Nuwara Eliya,2021,6,171,4
Nuwara Eliya,2021,7,191,5
Nuwara Eliya,2021,8,212,5
Nuwara Eliya,2021,9,242,6
Nuwara Eliya,2021,10,262,6
Nuwara Eliya,2021,11,282,7
Nuwara Eliya,2021,12,272,7
Polonnaruwa,2021,1,134,1
Polonnaruwa,2021,2,127,1
Polonnaruwa,2021,3,134,1
Polonnaruwa,2021,4,119,1
Polonnaruwa,2021,5,112,1
Polonnaruwa,2021,6,127,1
Polonnaruwa,2021,7,141,1
Polonnaruwa,2021,8,156,2
Polonnaruwa,2021,9,179,2
Polonnaruwa,2021,10,193,2
Polonnaruwa,2021,11,208,2
Polonnaruwa,2021,12,201,2
Puttalam,2021,1,168,2
Puttalam,2021,2,159,2
Puttalam,2021,3,168,2
Puttalam,2021,4,149,2
Puttalam,2021,5,140,2
Puttalam,2021,6,159,2
Puttalam,2021,7,177,3
Puttalam,2021,8,196,3
Puttalam,2021,9,224,3
Puttalam,2021,10,243,3
Puttalam,2021,11,262,4
Puttalam,2021,12,252,4
Ratnapura,2021,1,388,2
Ratnapura,2021,2,366,2
Ratnapura,2021,3,388,2
Ratnapura,2021,4,345,2
Ratnapura,2021,5,323,2
Ratnapura,2021,6,366,2
Ratnapura,2021,7,409,2
Ratnapura,2021,8,453,3
Ratnapura,2021,9,517,3
Ratnapura,2021,10,560,3
Ratnapura,2021,11,603,4
Ratnapura,2021,12,582,4
Trincomalee,2021,1,104,0
Trincomalee,2021,2,99,0
Trincomalee,2021,3,104,0
Trincomalee,2021,4,93,0
Trincomalee,2021,5,87,0
Trincomalee,2021,6,98,0
Trincomalee,2021,7,110,1
Trincomalee,2021,8,122,1
Trincomalee,2021,9,139,1
Trincomalee,2021,10,151,1
Trincomalee,2021,11,162,1
Trincomalee,2021,12,156,1
Vavuniya,2021,1,72,0
Vavuniya,2021,2,68,0
Vavuniya,2021,3,71,0
Vavuniya,2021,4,64,0
Vavuniya,2021,5,60,0
Vavuniya,2021,6,68,0
Vavuniya,2021,7,75,0
Vavuniya,2021,8,83,1
Vavuniya,2021,9,95,1
Vavuniya,2021,10,103,1
Vavuniya,2021,11,111,1
Vavuniya,2021,12,107,1
Ampara,2022,1,244,2
Ampara,2022,2,230,2
Ampara,2022,3,244,2
Ampara,2022,4,217,1
Ampara,2022,5,203,1
Ampara,2022,6,230,2
Ampara,2022,7,257,2
Ampara,2022,8,284,2
Ampara,2022,9,325,2
Ampara,2022,10,352,2
Ampara,2022,11,379,2
Ampara,2022,12,366,2
Anuradhapura,2022,1,515,8
Anuradhapura,2022,2,486,8
Anuradhapura,2022,3,515,8
Anuradhapura,2022,4,457,7
Anuradhapura,2022,5,429,7
Anuradhapura,2022,6,486,8
Anuradhapura,2022,7,543,9
Anuradhapura,2022,8,600,9
Anuradhapura,2022,9,686,11
Anuradhapura,2022,10,743,12
Anuradhapura,2022,11,800,13
Anuradhapura,2022,12,772,12
Badulla,2022,1,599,9
Badulla,2022,2,566,9
Badulla,2022,3,599,9
Badulla,2022,4,532,8
Badulla,2022,5,499,7
Badulla,2022,6,566,9
Badulla,2022,7,632,10
Badulla,2022,8,699,11
Badulla,2022,9,799,12
Badulla,2022,10,865,13
Badulla,2022,11,932,14
Badulla,2022,12,898,14
Batticaloa,2022,1,370,2
Batticaloa,2022,2,349,2
Batticaloa,2022,3,370,2
Batticaloa,2022,4,329,2
Batticaloa,2022,5,308,2
Batticaloa,2022,6,349,2
Batticaloa,2022,7,391,2
Batticaloa,2022,8,432,2
Batticaloa,2022,9,493,3
Batticaloa,2022,10,535,3
Batticaloa,2022,11,576,3
Batticaloa,2022,12,555,3
Colombo,2022,1,1275,17
Colombo,2022,2,1204,16
Colombo,2022,3,1274,17
Colombo,2022,4,1133,15
Colombo,2022,5,1062,14
Colombo,2022,6,1204,16
Colombo,2022,7,1345,18
Colombo,2022,8,1487,19
Colombo,2022,9,1699,22
Colombo,2022,10,1841,24
Colombo,2022,11,1983,26
Colombo,2022,12,1912,25
Galle,2022,1,930,9
Galle,2022,2,878,8
Galle,2022,3,930,9
Galle,2022,4,827,8
Galle,2022,5,775,7
Galle,2022,6,878,8
Galle,2022,7,982,9
Galle,2022,8,1085,10
Galle,2022,9,1240,12
Galle,2022,10,1343,13
Galle,2022,11,1447,14
Galle,2022,12,1395,13
Gampaha,2022,1,925,7
Gampaha,2022,2,873,6
Gampaha,2022,3,925,7
Gampaha,2022,4,822,6
Gampaha,2022,5,770,5
Gampaha,2022,6,873,6
Gampaha,2022,7,976,7
Gampaha,2022,8,1079,8
Gampaha,2022,9,1233,9
Gampaha,2022,10,1335,10
Gampaha,2022,11,1438,10
Gampaha,2022,12,1387,10
Hambantota,2022,1,630,3
Hambantota,2022,2,595,3
Hambantota,2022,3,630,3
Hambantota,2022,4,560,2
Hambantota,2022,5,525,2
Hambantota,2022,6,595,3
Hambantota,2022,7,665,3
Hambantota,2022,8,735,3
Hambantota,2022,9,840,4
Hambantota,2022,10,911,4
Hambantota,2022,11,981,4
Hambantota,2022,12,946,4
Jaffna,2022,1,683,3
Jaffna,2022,2,646,3
Jaffna,2022,3,683,3
Jaffna,2022,4,608,3
Jaffna,2022,5,570,2
Jaffna,2022,6,646,3
Jaffna,2022,7,721,3
Jaffna,2022,8,797,3
Jaffna,2022,9,911,4
Jaffna,2022,10,987,4
Jaffna,2022,11,1063,4
Jaffna,2022,12,1025,4
Kalmunai,2022,1,555,1
Kalmunai,2022,2,524,1
Kalmunai,2022,3,555,1
Kalmunai,2022,4,493,1
Kalmunai,2022,5,463,1
Kalmunai,2022,6,524,1
Kalmunai,2022,7,586,1
Kalmunai,2022,8,648,2
Kalmunai,2022,9,740,2
Kalmunai,2022,10,802,2
Kalmunai,2022,11,864,2
Kalmunai,2022,12,833,2
Kalutara,2022,1,671,3
Kalutara,2022,2,634,3
Kalutara,2022,3,671,3
Kalutara,2022,4,597,3
Kalutara,2022,5,559,3
Kalutara,2022,6,634,3
Kalutara,2022,7,709,4
Kalutara,2022,8,783,4
Kalutara,2022,9,895,5
Kalutara,2022,10,970,5
Kalutara,2022,11,1044,5
Kalutara,2022,12,1007,5
Kandy,2022,1,854,14
Kandy,2022,2,806,14
Kandy,2022,3,854,14
Kandy,2022,4,759,13
Kandy,2022,5,711,12
Kandy,2022,6,806,13
Kandy,2022,7,901,15
Kandy,2022,8,996,17
Kandy,2022,9,1138,19
Kandy,2022,10,1233,21
Kandy,2022,11,1328,22
Kandy,2022,12,1280,21
Kegalle,2022,1,366,7
Kegalle,2022,2,346,7
Kegalle,2022,3,366,7
Kegalle,2022,4,326,6
Kegalle,2022,5,305,6
Kegalle,2022,6,346,7
Kegalle,2022,7,387,7
Kegalle,2022,8,427,8
Kegalle,2022,9,488,9
Kegalle,2022,10,529,10
Kegalle,2022,11,570,11
Kegalle,2022,12,549,10
Kilinochchi,2022,1,133,0
Kilinochchi,2022,2,125,0
Kilinochchi,2022,3,133,0
Kilinochchi,2022,4,118,0
Kilinochchi,2022,5,111,0
Kilinochchi,2022,6,125,0
Kilinochchi,2022,7,140,0
Kilinochchi,2022,8,155,0
Kilinochchi,2022,9,177,0
Kilinochchi,2022,10,192,1
Kilinochchi,2022,11,206,1
Kilinochchi,2022,12,199,1
Kurunegala,2022,1,906,11
Kurunegala,2022,2,855,11
Kurunegala,2022,3,906,11
Kurunegala,2022,4,805,10
Kurunegala,2022,5,755,9
Kurunegala,2022,6,855,10
Kurunegala,2022,7,956,12
Kurunegala,2022,8,1057,13
Kurunegala,2022,9,1208,15
Kurunegala,2022,10,1308,16
Kurunegala,2022,11,1409,17
Kurunegala,2022,12,1358,17
Mannar,2022,1,46,0
Mannar,2022,2,44,0
Mannar,2022,3,46,0
Mannar,2022,4,41,0
Mannar,2022,5,38,0
Mannar,2022,6,44,0
Mannar,2022,7,49,0
Mannar,2022,8,54,0
Mannar,2022,9,62,0
Mannar,2022,10,67,0
Mannar,2022,11,72,0
Mannar,2022,12,69,0
Matale,2022,1,335,6
Matale,2022,2,316,6
Matale,2022,3,334,6
Matale,2022,4,297,5
Matale,2022,5,279,5
Matale,2022,6,316,6
Matale,2022,7,353,6
Matale,2022,8,390,7
Matale,2022,9,446,8
Matale,2022,10,483,8
Matale,2022,11,520,9
Matale,2022,12,502,9
Matara,2022,1,439,4
Matara,2022,2,415,4
Matara,2022,3,439,4
Matara,2022,4,390,3
Matara,2022,5,366,3
Matara,2022,6,415,3
Matara,2022,7,463,4
Matara,2022,8,512,4
Matara,2022,9,585,5
Matara,2022,10,634,5
Matara,2022,11,683,6
Matara,2022,12,658,6
Monaragala,2022,1,399,5
